project_id,repo_url,status,snapshots,date_start,date_end,span_days,span_years,nodes_first,nodes_last,nodes_min,nodes_max,edges_first,edges_last,edges_min,edges_max,node_growth_multiple,edge_growth_multiple,nodes_first_viable,date_first_viable,node_growth_from_first_viable,tier,net_contraction_from_peak_pct,median_giant_component_frac,median_edges_per_node,median_snapshot_gap_days,max_snapshot_gap_days,drift_events,n_dbt_projects_at_head,model_paths,head_sha,stars,license,strata,edge_recall_strict,pct_edges_recovered,pct_nodes_touched_by_recovered,edges_dropped_as_commented_out,median_doc_rate,median_test_rate,error,composition,composition_rule,has_integration_tests,consumes_packages
giftHEALTH__dbt_zendesk_source,https://github.com/giftHEALTH/dbt_zendesk_source.git,success,17,2020-08-16,2025-03-03,1659,4.54,12,38,9,38,0,19,0,19,3.17,,12,2020-08-16,3.17,extended,0.0,0.0667,0.5,66,706,0,0,models,7c4470e40b4330e5e3796462e5368a6dfcc289ff,0,Apache-2.0,S3_code,1.0,0.0,0.0,0,0.5,0.3,,package,ships an integration_tests project,True,True
prefeitura-rio__queries-rj-iplanrio,https://github.com/prefeitura-rio/queries-rj-iplanrio.git,success,17,2025-04-16,2026-08-04,475,1.3,2,538,2,538,0,286,0,286,269.0,,18,2025-05-23,29.89,extended,0.0,0.0892,0.4902,30,37,3,0,models,874f335db068bb1b7cae8f7bec73c5164fe5ed5a,2,,S3_code,1.0,0.0,0.0,0,0.732342,0.236527,,estate,"no package, docs or demo signal",False,True
rittmananalytics__ra_data_warehouse,https://github.com/rittmananalytics/ra_data_warehouse.git,success,17,2020-06-14,2022-02-14,609,1.67,140,241,140,242,102,173,96,176,1.72,1.7,140,2020-06-14,1.72,extended,0.41,0.3595,0.7273,30,166,9,0,models,d8dc7bd1c008ca79f9d09c909734e28a66ef6366,271,Apache-2.0,S3_code,0.9762,2.38,2.63,0,0.128049,0.191781,,estate,"no package, docs or demo signal",False,True
SQLMesh__sqlmesh,https://github.com/SQLMesh/sqlmesh.git,success,16,2023-04-03,2026-07-22,1206,3.3,4,26,4,26,2,11,2,11,6.5,5.5,11,2024-02-29,2.36,extended,0.0,0.28,0.4231,41,251,2,0,tests/fixtures/dbt/sushi_test/models;examples/sushi_dbt/packages/customers/models;examples/multi_dbt/bronze/models;examples/multi_dbt/silver/models;examples/multi_hybrid/dbt_repo/models;tests/fixtures/dbt/jaffle_shop_duckdb/models;tests/fixtures/dbt/sushi_test/packages/my_package/models,40a24dd6350866b11a37363aeab0fbf4eaaf1e1d,3233,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.0,0.090909,,estate,"no package, docs or demo signal",False,True
chienazazaz__sado_analytics_services,https://github.com/chienazazaz/sado_analytics_services.git,success,16,2023-12-08,2025-02-17,436,1.19,137,209,137,209,102,181,102,181,1.53,1.77,137,2023-12-08,1.53,extended,0.0,0.4093,0.8315,30,41,10,0,models,2c754e571a0e755850358fc1a918b9a962b117f3,1,,S2_topic_dbt-core;S3_code,0.984,1.6,2.67,30,0.243902,0.207921,,estate,"no package, docs or demo signal",False,False
dracotrid__soa-analytics-dbt,https://github.com/dracotrid/soa-analytics-dbt.git,success,16,2025-05-19,2026-08-03,440,1.2,12,134,12,134,0,0,0,0,11.17,,12,2025-05-19,11.17,extended,0.0,0.0149,0.0,29,46,0,0,models,e59c0c965da5316c18cdc7153c59343b1aa01bcc,0,,S3_code,0.0,0.0,0.0,0,1.0,0.060606,,package,repository name matches the dbt package convention,False,True
fivetran__dbt_linkedin,https://github.com/fivetran/dbt_linkedin.git,success,16,2020-08-10,2026-06-22,2142,5.86,4,25,4,25,3,40,0,40,6.25,13.33,25,2025-08-14,1.0,extended,0.0,0.2,0.0,112,496,0,0,models,32ae9638e669435dd56efb9e564a73880d7b2a47,3,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,1.0,1.0,,package,ships an integration_tests project,True,True
google__fhir-dbt-analytics,https://github.com/google/fhir-dbt-analytics.git,success,16,2022-10-18,2024-12-10,783,2.14,79,187,79,233,39,27,27,212,2.37,0.69,79,2022-10-18,2.37,extended,19.74,0.7095,0.8727,30,333,11,0,models,80414cad9779ebe483f5feb4171fdc3b2464767b,60,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,842,0.058824,0.010695,,package,repository name matches the dbt package convention,False,True
prefeitura-rio__pipelines_rj_civitas,https://github.com/prefeitura-rio/pipelines_rj_civitas.git,success,16,2024-06-25,2026-07-27,761,2.08,2,44,2,44,1,42,1,42,22.0,42.0,10,2024-08-22,4.4,extended,0.0,0.3,0.4,41,128,2,0,queries/models,02799bd41f5e1919de1728ede4ddfe8f10ba0445,3,,S3_code,1.0,0.0,0.0,0,0.576923,0.2,,estate,"no package, docs or demo signal",False,True
snowplow__dbt-snowplow-ecommerce,https://github.com/snowplow/dbt-snowplow-ecommerce.git,success,16,2022-12-14,2026-06-12,1275,3.49,16,16,16,16,22,19,18,23,1.0,0.86,16,2022-12-14,1.0,extended,0.0,0.75,1.1875,52,298,2,0,models,2571d1512244335ee8823c42590314eece60ee7d,8,NOASSERTION,S3_code,0.8689,13.11,26.56,0,1.0,0.875,,package,ships an integration_tests project,True,True
snowplow__dbt-snowplow-mobile,https://github.com/snowplow/dbt-snowplow-mobile.git,success,16,2021-12-06,2023-11-22,715,1.96,24,19,19,25,35,21,21,36,0.79,0.6,24,2021-12-06,0.79,extended,24.0,1.0,1.44,43,98,3,0,models,fe0b4872a64214e2e3e9ef6349d022a1abff44c5,15,NOASSERTION,S2_topic_dbt;S3_code,0.7904,20.96,37.31,0,1.0,0.96,,package,ships an integration_tests project,True,True
EqualExperts__dbt-unit-testing,https://github.com/EqualExperts/dbt-unit-testing.git,success,15,2021-10-27,2024-04-19,905,2.48,2,55,2,55,1,3,0,4,27.5,3.0,20,2022-04-16,2.75,extended,0.0,0.1143,0.0667,61,188,0,0,integration-tests/models;data-models/models;jaffle-shop/models,fbfd8967ddd9b6c919e2ba487e9f37f75950c4e0,448,MIT,S3_code,0.8857,11.43,1.75,0,0.028571,0.114286,,package,repository name matches the dbt package convention,False,True
OHDSI__dbt-synthea,https://github.com/OHDSI/dbt-synthea.git,success,15,2024-02-17,2026-01-08,690,1.89,57,87,57,92,117,115,113,147,1.53,0.98,57,2024-02-17,1.53,extended,5.43,0.7011,1.6667,42,117,6,0,models,33fdbfa9b354f00def5ee6e45525cb2da80e0ddf,40,Apache-2.0,S3_code,0.4564,54.36,46.66,0,0.643678,0.639535,,package,repository name matches the dbt package convention,False,True
Porte-Bleue__mongo-to-postgres-etl,https://github.com/Porte-Bleue/mongo-to-postgres-etl.git,success,15,2022-03-15,2025-03-26,1106,3.03,15,28,15,28,17,36,17,36,1.87,2.12,15,2022-03-15,1.87,extended,0.0,1.0,1.2308,53,335,5,0,dbt-models/models,2c0713eeba8d2638fa698e7f41f2d3c80da9bd8b,19,,S2_topic_dbt,1.0,0.0,0.0,0,0.75,0.458333,,estate,"no package, docs or demo signal",False,True
covoiturage-gouv-fr__mono,https://github.com/covoiturage-gouv-fr/mono.git,success,15,2024-05-14,2026-07-30,806,2.21,1,597,1,597,0,86,0,86,597.0,,29,2024-09-11,20.59,extended,0.0,0.6038,0.8491,32,264,2,0,datalake/models;dbt/models,4c124217a5c5b352e711d19bc58f5868a2fe322c,36,Apache-2.0,S3_code,1.0,0.0,0.0,0,0.028476,0.0,,estate,"no package, docs or demo signal",False,True
fivetran__dbt_twitter,https://github.com/fivetran/dbt_twitter.git,success,15,2020-10-05,2026-06-22,2086,5.71,3,32,3,32,2,44,0,44,10.67,22.0,32,2025-08-18,1.0,extended,0.0,0.1667,0.0,119,480,0,0,models,48f695b9704ee0ee13a26ed50b09f805d0ae4bc3,2,Apache-2.0,S2_topic_dbt;S3_code,1.0,0.0,0.0,0,1.0,1.0,,package,ships an integration_tests project,True,True
fivetran__dbt_twitter_source,https://github.com/fivetran/dbt_twitter_source.git,success,15,2020-10-05,2025-07-31,1759,4.82,12,24,12,24,6,12,6,12,2.0,2.0,12,2020-10-05,2.0,extended,0.0,0.1,0.5,62,479,0,0,models,177aa846dddadc6e284ff66cacce45adee1b0927,2,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.5,,package,ships an integration_tests project,True,True
MattTriano__analytics_data_where_house,https://github.com/MattTriano/analytics_data_where_house.git,success,14,2022-12-08,2025-03-19,832,2.28,11,181,11,181,0,74,0,90,16.45,,11,2022-12-08,16.45,extended,0.0,0.1875,0.6957,35,302,6,0,airflow/dbt/models;re_dbt/models,a17de60c91787d37006b4754920357d8e5372fc3,11,AGPL-3.0,S2_topic_dbt,1.0,0.0,0.0,0,0.108911,0.09901,,estate,"no package, docs or demo signal",False,True
astronomer__astronomer-cosmos,https://github.com/astronomer/astronomer-cosmos.git,success,14,2023-04-13,2026-07-15,1189,3.26,5,30,5,30,5,30,5,30,6.0,6.0,10,2026-01-26,3.0,extended,0.0,0.7,1.0,57,295,4,0,dev/dags/dbt/jaffle_shop/models;dev/dags/dbt/cross_project/downstream/models;dev/dags/dbt/cross_project/project_a_bidirectional/models;dev/dags/dbt/cross_project/project_b_bidirectional/models;dev/dags/dbt/cross_project/upstream/models;dev/dags/dbt/jaffle_shop_python/models;dev/dags/dbt/multi_folder/models;dev/dags/dbt/multi_folder_failing/models;dev/dags/dbt/multiple_parents_test/models;dev/dags/dbt/watcher_downstream_not_skipped/models;dev/dags/dbt/watcher_failing_tests/models;dev/dags/dbt/watcher_upstream_failure_recovery/models;tests/sample/models;tests/sample/dbt_project_with_empty_model/models;tests/sample/mini/models,0b4ea05fb6b149eed5b0a12b3d19be7dda175d65,1236,Apache-2.0,S2_topic_dbt;S3_code,0.8129,18.71,25.0,0,0.625,1.0,,package,ships an integration_tests project,True,True
basedosdados__pipelines,https://github.com/basedosdados/pipelines.git,success,14,2025-06-04,2026-08-04,426,1.17,620,906,620,906,1,2,1,2,1.46,2.0,620,2025-06-04,1.46,extended,0.0,0.0031,0.0016,30,50,0,0,models,0438b497fcb05823beb7b00d5e8e4a19119cf71d,48,,S3_code,1.0,0.0,0.0,0,0.892424,0.631818,,estate,"no package, docs or demo signal",False,True
fivetran__dbt-language-server,https://github.com/fivetran/dbt-language-server.git,success,14,2022-01-05,2023-10-18,651,1.78,11,25,11,27,0,7,0,7,2.27,,11,2022-01-05,2.27,extended,7.41,0.2143,0.2174,35,152,1,0,e2e/projects/test-fixture/models;e2e/projects/special-python-settings/models;e2e/projects/two-projects/subfolder/project2/transformations/test,e055c2d361bcb1f4e3811c0c1620a4b533c6bb93,5,MIT,S3_code,0.7031,29.69,12.54,2,0.0,0.0,,package,repository name matches the dbt package convention,False,True
fivetran__dbt_iterable_source,https://github.com/fivetran/dbt_iterable_source.git,success,14,2021-04-20,2025-07-08,1539,4.21,26,26,26,28,13,13,13,14,1.0,1.0,26,2021-04-20,1.0,extended,7.14,0.0769,0.5,77,397,0,0,models,432fb80aa3802c5ccf3fbbf88f0043f484be0c7b,2,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.5,,package,ships an integration_tests project,True,True
fivetran__dbt_microsoft_ads,https://github.com/fivetran/dbt_microsoft_ads.git,success,14,2020-09-03,2026-06-22,2118,5.8,4,33,4,33,3,49,0,49,8.25,16.33,33,2025-08-14,1.0,extended,0.0,0.1429,0.0,108,590,0,0,models,dbb98f9a99c4e6aac0de1e87a61792c9a3de5f75,4,Apache-2.0,S2_topic_dbt;S3_code,1.0,0.0,0.0,0,1.0,1.0,,package,ships an integration_tests project,True,True
fivetran__dbt_snapchat_ads_source,https://github.com/fivetran/dbt_snapchat_ads_source.git,success,14,2021-04-28,2025-06-25,1519,4.16,14,22,14,22,7,11,7,11,1.57,1.57,14,2021-04-28,1.57,extended,0.0,0.1111,0.5,55,419,0,0,models,a30b92b21ca03f7fe676c572b6b466251f334cba,2,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.5,,package,ships an integration_tests project,True,True
fivetran__dbt_tiktok_ads_source,https://github.com/fivetran/dbt_tiktok_ads_source.git,success,14,2021-11-24,2025-06-17,1300,3.56,20,16,14,20,10,8,7,10,0.8,0.8,20,2021-11-24,0.8,extended,20.0,0.1429,0.5,53,315,0,0,models,7f63ecae213fb13c01dcfdd554cafe4ae516c701,2,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.5,,package,ships an integration_tests project,True,True
godatadriven__dbt-bouncer,https://github.com/godatadriven/dbt-bouncer.git,success,14,2024-07-25,2026-07-20,725,1.98,6,14,6,14,5,11,5,11,2.33,2.2,10,2025-10-17,1.4,extended,0.0,0.5455,0.7857,32,317,4,0,dbt_project/models;dbt_project/internal_package/models,447b9e3db4dcda1b1eb92bc3f461a4520b6bd157,123,MIT,S2_topic_dbt,1.0,0.0,0.0,0,0.727273,0.777778,,package,repository name matches the dbt package convention,False,True
medic__cht-pipeline,https://github.com/medic/cht-pipeline.git,success,14,2021-10-01,2026-06-16,1718,4.7,2,12,2,12,1,12,1,12,6.0,12.0,12,2024-12-06,1.0,extended,0.0,1.0,0.8889,70,568,5,0,models,c3ab509089f16005949ab473c70a1313d837b434,4,GPL-3.0,S3_code,1.0,0.0,0.0,0,0.0,0.75,,estate,"no package, docs or demo signal",False,True
michaelconan__personal-reporting-pipelines,https://github.com/michaelconan/personal-reporting-pipelines.git,success,14,2025-02-08,2026-07-10,517,1.42,3,18,3,18,2,16,2,16,6.0,8.0,11,2025-04-12,1.64,extended,0.0,0.5,0.6667,30,89,3,0,dbt/models;dbt/michael/models,0779ce66012234bcdccfba015310b2a9dbd032e0,1,,S2_topic_dbt,1.0,0.0,0.0,0,0.846154,0.846154,,estate,"no package, docs or demo signal",False,True
slide-rule-tech__dbt-nexus,https://github.com/slide-rule-tech/dbt-nexus.git,success,14,2025-05-21,2026-07-28,432,1.18,18,100,18,106,3,98,3,104,5.56,32.67,18,2025-05-21,5.56,extended,5.66,0.2473,0.98,33,69,10,0,models,d7beb83213a0fe810b88c51ab7285a468ba45cb0,3,,S3_code,0.7941,20.59,30.06,17,0.33,0.278481,,package,ships an integration_tests project,True,True
snowplow__dbt-snowplow-unified,https://github.com/snowplow/dbt-snowplow-unified.git,success,14,2023-09-12,2026-01-19,860,2.35,32,36,32,36,34,41,34,41,1.12,1.21,32,2023-09-12,1.12,extended,0.0,0.8611,1.1389,47,240,1,0,models,6df7562dbc963d13d58f75d39ca2e3ab2de7d41b,23,NOASSERTION,S3_code,0.95,5.0,11.29,0,0.972222,0.861111,,package,ships an integration_tests project,True,True
wnl-icb-analytics__dbt-OLIDS,https://github.com/wnl-icb-analytics/dbt-OLIDS.git,success,14,2025-06-05,2026-07-20,409,1.12,152,166,59,482,0,294,0,758,1.09,,152,2025-06-05,1.09,extended,65.56,0.7966,1.2542,30,42,10,0,models,6253438dfaa59ed190ba2719a1da307142c0c2ed,3,NOASSERTION,S3_code,0.9858,1.42,4.12,9,0.944444,0.305085,,package,repository name matches the dbt package convention,False,True
fivetran__dbt_asana,https://github.com/fivetran/dbt_asana.git,success,13,2020-07-02,2026-06-22,2181,5.97,19,40,18,40,24,59,22,59,2.11,2.46,19,2020-07-02,2.11,extended,0.0,1.0,1.2222,144,579,2,0,models,3a3ef622ddddbe0f43d155c55f3f0e69b7189b63,6,Apache-2.0,S2_topic_dbt;S3_code,1.0,0.0,0.0,0,1.0,1.0,,package,ships an integration_tests project,True,True
fivetran__dbt_github,https://github.com/fivetran/dbt_github.git,success,13,2020-05-22,2026-06-22,2222,6.08,13,43,13,43,13,51,13,51,3.31,3.92,13,2020-05-22,3.31,extended,0.0,1.0,1.0,153,622,2,0,models,e913743f666165c4b14fc7976f420e59873e9426,22,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.428571,0.4,,package,ships an integration_tests project,True,True
fivetran__dbt_github_source,https://github.com/fivetran/dbt_github_source.git,success,13,2020-05-26,2025-07-02,1863,5.1,11,28,11,28,0,14,0,14,2.55,,11,2020-05-26,2.55,extended,0.0,0.0714,0.5,187,467,0,0,models,470e60c48f27775b81c33d37de2baf6256546b50,9,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.392857,,package,ships an integration_tests project,True,True
fivetran__dbt_sage_intacct,https://github.com/fivetran/dbt_sage_intacct.git,success,13,2022-03-03,2026-06-22,1572,4.3,8,24,8,24,7,24,7,24,3.0,3.43,10,2023-12-01,2.4,extended,0.0,0.8889,1.0,166,236,4,0,models,b3aa7165e419065a75820b248fd46954bb20973c,8,Apache-2.0,S2_topic_dbt;S3_code,1.0,0.0,0.0,0,1.0,0.5,,package,ships an integration_tests project,True,True
prefeitura-rio-smas__pipelines,https://github.com/prefeitura-rio-smas/pipelines.git,success,13,2025-06-27,2026-07-31,399,1.09,4,141,4,141,3,189,3,195,35.25,63.0,13,2025-10-16,10.85,extended,0.0,0.4082,0.75,27,106,11,0,queries/models,c12ff82460ab61d99ecc939ffa1de14edb868592,0,,S3_code,0.9752,2.48,4.36,0,0.2,0.0625,,estate,"no package, docs or demo signal",False,True
slunsford__coffee-analytics,https://github.com/slunsford/coffee-analytics.git,success,13,2023-09-07,2026-07-15,1042,2.85,10,17,10,18,11,15,11,17,1.7,1.36,10,2023-09-07,1.7,extended,5.56,1.0,1.0909,44,413,10,0,models,47408ed64dfd4481e8ca20f5154e2f84ebecff56,1,,S3_code,0.975,2.5,5.43,0,0.388889,1.0,,estate,"no package, docs or demo signal",False,True
techindicium__dbt-dag-monitoring,https://github.com/techindicium/dbt-dag-monitoring.git,success,13,2023-03-15,2024-12-02,628,1.72,10,20,10,20,14,12,9,14,2.0,0.86,10,2023-03-15,2.0,extended,0.0,0.3333,0.5,44,215,4,0,models,3fba34b2ddc19b6586126988974c8946d24f2f0a,30,Apache-2.0,S3_code,1.0,0.0,0.0,0,0.277778,0.263158,,package,ships an integration_tests project,True,True
tuva-health__medicare_lds_connector,https://github.com/tuva-health/medicare_lds_connector.git,success,13,2022-08-16,2024-12-17,854,2.34,9,26,9,26,7,24,7,24,2.89,3.43,10,2022-12-06,2.6,extended,0.0,0.7273,0.7273,54,178,1,0,models,f5c8dc26c0f5ed84d6406eadbbbc0f0a53c87ac1,12,,S2_topic_analytics-engineering;S2_topic_dbt;S3_code,0.7956,20.44,18.82,0,1.0,0.0,,package,ships an integration_tests project,True,True
DamienAzzopardi__databird-ae,https://github.com/DamienAzzopardi/databird-ae.git,success,12,2024-11-19,2026-02-12,449,1.23,2,21,2,24,1,14,1,16,10.5,14.0,18,2025-02-11,1.17,extended,12.5,0.4348,0.6667,40,84,0,0,models,03ce7b3954dfad2ec50fccb6079fd7a0dd1e1733,0,,S3_code,1.0,0.0,0.0,0,0.833333,0.5,,estate,"no package, docs or demo signal",False,True
autotraderuk__dbt-dry-run,https://github.com/autotraderuk/dbt-dry-run.git,success,12,2022-07-04,2026-06-29,1456,3.99,3,126,3,126,1,3,1,3,42.0,3.0,103,2022-08-09,1.22,extended,0.0,0.018,0.025,64,687,0,0,integration/projects/test_incremental/models;integration/projects/test_project_with_external_tables/models;integration/projects/test_large_projects_complete_quickly/models;integration/projects/test_models_with_invalid_sql/models;integration/projects/test_partially_compiled_project/models;integration/projects/test_project_with_snapshots/models;integration/projects/test_sql_headers/models,a8589e721f4b391732ec7507d4923236010d863b,102,Apache-2.0,S2_topic_dbt;S3_code,1.0,0.0,0.0,0,0.0,0.0,,package,repository name matches the dbt package convention,False,False
basedosdados__archived-queries-basedosdados,https://github.com/basedosdados/archived-queries-basedosdados.git,success,12,2022-05-09,2023-07-11,428,1.17,4,69,4,69,1,1,1,1,17.25,1.0,24,2022-06-07,2.88,extended,0.0,0.04,0.02,26,133,0,0,models,303de1e33b9397c2ca1461f0fcf0e5b73b0b3876,7,,S2_topic_dbt,1.0,0.0,0.0,0,0.8125,0.02,,estate,"no package, docs or demo signal",False,False
datafold__demo,https://github.com/datafold/demo.git,success,12,2022-11-04,2025-03-18,865,2.37,3,13,3,13,2,6,2,6,4.33,3.0,10,2024-07-28,1.3,extended,0.0,1.0,0.75,62,219,0,0,models;sources,4f344e2cd1fb25555a9d3fad1e64673d7914c628,8,,S3_code,1.0,0.0,0.0,0,0.0,1.0,,demo,repository name indicates a demo or tutorial,False,False
echav95__dbt_relearn,https://github.com/echav95/dbt_relearn.git,success,12,2024-09-06,2026-03-10,550,1.51,9,24,9,25,6,13,6,13,2.67,2.17,15,2024-10-04,1.6,extended,4.0,0.25,0.5,45,110,1,0,models,721c2e7aec3151a12bb6e0fa3743392051b0e8a2,0,,S3_code,1.0,0.0,0.0,0,0.208333,0.166667,,package,repository name matches the dbt package convention,False,True
edanalytics__edu_ext_oneroster,https://github.com/edanalytics/edu_ext_oneroster.git,success,12,2023-11-02,2026-02-24,845,2.31,6,13,6,13,0,7,0,7,2.17,,10,2024-01-31,1.3,extended,0.0,0.3,0.4,30,331,0,0,models,d14d6469153dcf1e0cbe0df9e1f11d353db614a8,1,NOASSERTION,S3_code,1.0,0.0,0.0,0,0.7,0.6,,estate,"no package, docs or demo signal",False,False
fivetran__dbt_apple_search_ads_source,https://github.com/fivetran/dbt_apple_search_ads_source.git,success,12,2022-01-19,2025-06-25,1252,3.43,18,20,16,20,9,10,8,10,1.11,1.11,18,2022-01-19,1.11,extended,0.0,0.1,0.5,48,410,0,0,models,23cc16cb77661800704ab1265b3856395a57c096,3,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.5,,package,ships an integration_tests project,True,True
fivetran__dbt_apple_store,https://github.com/fivetran/dbt_apple_store.git,success,12,2022-04-27,2026-06-22,1517,4.15,21,59,12,59,16,117,16,117,2.81,7.31,21,2022-04-27,2.81,extended,0.0,0.4286,0.7619,143,278,9,0,models,1637ff6206784fa5617d9530dacc9dc1d24a2459,1,Apache-2.0,S2_topic_dbt,0.993,0.7,2.11,0,0.333333,0.333333,,package,ships an integration_tests project,True,True
fivetran__dbt_apple_store_source,https://github.com/fivetran/dbt_apple_store_source.git,success,12,2022-04-04,2025-06-26,1178,3.23,32,16,16,32,16,8,8,16,0.5,0.5,32,2022-04-04,0.5,extended,50.0,0.0625,0.5,84,363,0,0,models,d92c07e2fda09c18e138bcc57c772af7f3f6457b,2,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.5,,package,ships an integration_tests project,True,True
fivetran__dbt_greenhouse_source,https://github.com/fivetran/dbt_greenhouse_source.git,success,12,2021-03-01,2025-07-14,1595,4.37,62,62,62,62,31,31,31,31,1.0,1.0,62,2021-03-01,1.0,extended,0.0,0.0323,0.5,110,525,0,0,models,e5d7f275881df8e66ee170ba05e02688ef65fbc1,2,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.5,,package,ships an integration_tests project,True,True
fivetran__dbt_intercom_source,https://github.com/fivetran/dbt_intercom_source.git,success,12,2020-12-14,2025-06-26,1655,4.53,26,26,26,26,13,13,13,13,1.0,1.0,26,2020-12-14,1.0,extended,0.0,0.0769,0.5,102,598,0,0,models,2bce6ab597c37644357a95794c6280c003746623,3,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.461538,,package,ships an integration_tests project,True,True
fivetran__dbt_mailchimp,https://github.com/fivetran/dbt_mailchimp.git,success,12,2020-04-28,2026-06-22,2246,6.15,34,46,22,46,53,66,32,66,1.35,1.25,34,2020-04-28,1.35,extended,0.0,1.0,1.4545,207,490,2,0,models,64c110c9715022c5b5af06335edef31a1990ba82,3,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.409091,0.434783,,package,ships an integration_tests project,True,True
fivetran__dbt_marketo_source,https://github.com/fivetran/dbt_marketo_source.git,success,12,2020-06-03,2024-12-20,1660,4.54,16,28,16,29,4,14,4,17,1.75,3.5,16,2020-06-03,1.75,extended,3.45,0.2414,0.5,152,264,3,0,models,766cf7c97f2eee08003c688c0f1ed06938586485,4,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.071429,0.428571,,package,ships an integration_tests project,True,True
fivetran__dbt_recharge,https://github.com/fivetran/dbt_recharge.git,success,12,2023-04-05,2026-06-22,1174,3.21,7,44,7,44,9,46,8,46,6.29,5.11,10,2024-08-14,4.4,extended,0.0,0.7273,0.8889,53,341,3,0,models,d50142fbefdd38bd8f5110bdf4731ac080b48fcb,3,Apache-2.0,S2_topic_dbt;S3_code,1.0,0.0,0.0,0,1.0,0.666667,,package,ships an integration_tests project,True,True
fivetran__dbt_recurly,https://github.com/fivetran/dbt_recurly.git,success,12,2022-10-12,2026-06-22,1349,3.69,10,49,10,49,14,47,14,47,4.9,3.36,10,2022-10-12,4.9,extended,0.0,0.9231,1.2308,78,447,2,0,models,b8b545c7fe0e2078a6c946b20c0ed01d5905e332,4,Apache-2.0,S2_topic_dbt;S3_code,1.0,0.0,0.0,0,1.0,0.5,,package,ships an integration_tests project,True,True
fivetran__dbt_sage_intacct_source,https://github.com/fivetran/dbt_sage_intacct_source.git,success,12,2022-03-01,2025-06-26,1212,3.32,12,14,12,14,6,7,6,7,1.17,1.17,12,2022-03-01,1.17,extended,0.0,0.1667,0.5,33,344,0,0,models,8baf410c1439d3893ad3c71cae6f3c0f55a948f5,1,Apache-2.0,S2_topic_dbt,1.0,0.0,0.0,0,0.5,0.5,,package,ships an integration_tests project,True,True
intelmercbernoulli__dbt,https://github.com/intelmercbernoulli/dbt.git,success,12,2024-11-14,2026-03-25,495,1.36,5,87,5,87,1,67,1,67,17.4,67.0,28,2025-03-14,3.11,extended,0.0,0.537,0.6852,29,119,9,0,models;.venv-dbt/Lib/site-packages/dbt/include/starter_project/models;.venv-dbt/Lib/site-packages/dbt_metricflow/cli/mf_tutorial_project/models;.venv/Lib/site-packages/dbt/include/starter_project/models,43d62135b5ed7df48ec96314a59f36e855120291,0,,S3_code,0.9312,6.88,6.58,7,0.577778,0.040816,,package,repository name matches the dbt package convention,False,True
janaonline__dbt_cityfinance,https://github.com/janaonline/dbt_cityfinance.git,success,12,2024-11-07,2026-07-27,627,1.72,9,37,9,37,7,24,7,24,4.11,3.43,10,2024-12-16,3.7,extended,0.0,0.5882,0.7647,37,213,1,0,models,f01395e3a2c4b7f5eddddb748f74bd4c286ea34e,0,,S3_code,1.0,0.0,0.0,0,0.058824,0.058824,,package,repository name matches the dbt package convention,False,True
